Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.41197762421849293,2,0.2111111111111111
20.0,4,0.6822968081605791,4,0.4111111111111111
30.0,6,0.7898979927607765,6,0.5777777777777777
40.0,9,0.9042448173741362,9,0.7444444444444445
50.0,11,0.9496544916090819,11,0.8148148148148148
60.0,13,0.9726883843369529,13,0.8777777777777778
70.0,16,0.9934188877920369,16,0.9518518518518518
80.0,18,0.9983547219480092,18,0.9851851851851852
90.0,20,1.0,20,1.0
100.0,23,1.0,23,1.0
