Stereotype,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
bringsAbout,1.0,0.24829496688586156,0.08963250153241838,0.14738570582349636,0.0006167971315128308,0.13091548265089695,0.29380440296830473,0.19550330799808835,0.2849451521653746,0.20834299465560382,-0.16805401337015177,-0.038620805549171376,0.4405971003862288
characterization,0.24829496688586156,1.0,0.2657189055612911,0.14597351702033662,-0.012055575224555325,0.2853921837145996,0.16885637225325942,0.25619902878772577,0.2819495678968206,0.25477854318943016,0.2354768298128021,0.17962476100808916,0.2819343415806165
componentOf,0.08963250153241838,0.2657189055612911,1.0,0.10232754130561081,0.0633286992031104,0.00899140109794734,0.12120069957567965,0.2145172067698253,0.14558063165350574,0.38405887308834263,0.3618060316908699,0.40012727985169666,0.07382984593092957
creation,0.14738570582349636,0.14597351702033662,0.10232754130561081,1.0,0.051615696394648254,0.18609353992216263,0.35922446548107323,0.3171399089216421,0.31087341395940404,0.03286907381929218,0.23107570547087233,0.2759641677459507,0.6969816177043399
derivation,0.0006167971315128308,-0.012055575224555325,0.0633286992031104,0.051615696394648254,1.0,-0.16434229388614532,-0.1288193852037591,-0.20139320626315074,-0.22624200591786228,0.431974728814275,0.3900126156037205,0.23081411656766446,-0.04623139156074364
externalDependence,0.13091548265089695,0.2853921837145996,0.00899140109794734,0.18609353992216263,-0.16434229388614532,1.0,0.33711625920576377,0.4996520835628419,0.39425725437091436,-0.26766837696060664,0.026498664257048624,0.11822459545487757,0.23440267942052606
historicalDependence,0.29380440296830473,0.16885637225325942,0.12120069957567965,0.35922446548107323,-0.1288193852037591,0.33711625920576377,1.0,0.5190038972514984,0.45887049269848373,0.03657010661174792,0.0862070045291636,0.18917600518145272,0.5582695913634139
instantiation,0.19550330799808835,0.25619902878772577,0.2145172067698253,0.3171399089216421,-0.20139320626315074,0.4996520835628419,0.5190038972514984,1.0,0.7152756872303421,-0.10295028478006706,0.07052066341801705,0.11398916332631365,0.4248526864815876
manifestation,0.2849451521653746,0.2819495678968206,0.14558063165350574,0.31087341395940404,-0.22624200591786228,0.39425725437091436,0.45887049269848373,0.7152756872303421,1.0,-0.1235913842971885,-0.0476504934580044,0.008370820888140602,0.4717655566275164
material,0.20834299465560382,0.25477854318943016,0.38405887308834263,0.03286907381929218,0.431974728814275,-0.26766837696060664,0.03657010661174792,-0.10295028478006706,-0.1235913842971885,1.0,0.4340992072946532,0.33720909402065263,0.02580313529603931
mediation,-0.16805401337015177,0.2354768298128021,0.3618060316908699,0.23107570547087233,0.3900126156037205,0.026498664257048624,0.0862070045291636,0.07052066341801705,-0.0476504934580044,0.4340992072946532,1.0,0.4633069884051082,0.07501781678036135
memberOf,-0.038620805549171376,0.17962476100808916,0.40012727985169666,0.2759641677459507,0.23081411656766446,0.11822459545487757,0.18917600518145272,0.11398916332631365,0.008370820888140602,0.33720909402065263,0.4633069884051082,1.0,0.2468593132834999
participation,0.4405971003862288,0.2819343415806165,0.07382984593092957,0.6969816177043399,-0.04623139156074364,0.23440267942052606,0.5582695913634139,0.4248526864815876,0.4717655566275164,0.02580313529603931,0.07501781678036135,0.2468593132834999,1.0
