Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,2,0.015037593984962405,0.0,0,0.12216248531529496,0.014923672818409657,8.06084471747556,63.938581667735015,0.0,0.0,0.0,0,1,1,1.0,0.0
category,611,4.593984962406015,2.0,0,10.306689203284705,106.2278423331055,6.378051890893944,52.27406271430156,0.0,4.0,4.0,0,98,98,1.0,97.0
collective,134,1.0075187969924813,0.0,0,4.3943769865616655,19.310549100022786,9.537520695004899,100.85219997740691,0.0,1.0,1.0,0,48,48,1.0,47.0
datatype,90,0.6766917293233082,0.0,0,1.8527165647774553,3.432558669400775,3.975342950927519,18.928225442572955,0.0,0.0,0.0,0,13,13,1.0,12.0
enumeration,75,0.5639097744360902,0.0,0,2.6208759334360603,6.868990658464341,5.600732173109349,33.1715488604605,0.0,0.0,0.0,0,20,20,1.0,19.0
event,591,4.443609022556391,0.0,0,9.059076758962057,82.06687172476649,5.068056422063562,38.24279002871105,0.0,6.0,6.0,0,81,81,1.0,80.0
historicalRole,51,0.38345864661654133,0.0,0,2.098779603943315,4.404875825928457,7.092201228246655,52.56494221801397,0.0,0.0,0.0,0,17,17,1.0,16.0
historicalRoleMixin,18,0.13533834586466165,0.0,0,0.6717452945242153,0.4512417407154248,5.163308008136194,26.10330673956806,0.0,0.0,0.0,0,4,4,1.0,3.0
kind,1630,12.25563909774436,6.0,0,39.35053311704983,1548.4644565960355,9.374131252835683,97.3131812687944,2.0,10.0,8.0,0,429,429,1.0,428.0
mixin,87,0.6541353383458647,0.0,0,3.4772967399847277,12.091592617908415,9.20342018699821,92.9852887252036,0.0,0.0,0.0,0,37,37,1.0,36.0
mode,575,4.323308270676692,0.0,0,15.918137583396692,253.38710412394627,9.055681770726366,92.76422100590348,0.0,4.0,4.0,0,171,171,1.0,170.0
phase,357,2.6842105263157894,0.0,0,9.974488990520248,99.49043062200963,9.39558179349934,99.37781240897776,0.0,2.0,2.0,0,109,109,1.0,108.0
phaseMixin,20,0.15037593984962405,0.0,0,0.7436217737849172,0.5529733424470267,6.93230352270415,56.955184743332765,0.0,0.0,0.0,0,7,7,1.0,6.0
quality,266,2.0,0.0,0,4.557710749129137,20.772727272727273,3.815159677980104,16.275962235280517,0.0,2.0,2.0,0,27,27,1.0,26.0
quantity,46,0.3458646616541353,0.0,0,1.875056010403644,3.5158350421508304,9.145809157621622,93.40091544626297,0.0,0.0,0.0,0,20,20,1.0,19.0
relator,1279,9.61654135338346,2.0,0,65.65332757203151,4310.359421280474,11.391969148566918,130.7873133678235,1.0,5.0,4.0,0,758,758,1.0,757.0
role,1892,14.225563909774436,3.0,0,93.00583368322343,8650.085099111418,10.786289066803656,120.0789453147758,0.0,7.0,7.0,0,1052,1052,1.0,1051.0
roleMixin,622,4.676691729323308,0.0,0,19.990357096640842,399.61437685121894,9.609631260176727,101.91666577289196,0.0,2.0,2.0,0,219,219,1.0,218.0
